,announce_ts,prefix,m17d-bgp,m17c-bgp,m169-bgp,m17d-openflow,m17c-openflow,m169-openflow
51,1569138286.101,191.23.106.0/24,1569181435.709779,1569181434.735672,1569181431.71605,1569181435.74703,1569181434.775833,1569181431.720927
52,1569138269.112,32.215.150.0/24,1569181435.70994,1569181434.735672,1569181433.795379,1569181435.825922,1569181434.790176,1569181433.804021
53,1569138391.737,174.95.212.0/24,1569181430.709601,1569181429.734744,1569181425.960867,1569181430.730951,1569181429.765108,1569181425.967678
54,1569138389.663,20.96.90.0/24,1569181435.70994,1569181434.735672,1569181434.220771,1569181435.875574,1569181434.793057,1569181434.224038
55,1569138422.612,75.224.13.0/24,1569181425.709477,1569181424.736615,1569181420.746218,1569181425.732045,1569181424.770851,1569181420.753546
56,1569138404.92,9.20.30.0/24,1569181430.709785,1569181434.735366,1569181429.729334,1569181430.853487,1569181434.742559,1569181429.737201
57,1569138341.893,233.171.102.0/24,,,1569181434.852796,,,1569181434.86056
58,1569138312.901,160.102.197.0/24,1569181435.70994,1569181439.735769,1569181435.46198,1569181435.887427,1569181439.745189,1569181435.466807
59,1569138240.855,48.114.14.0/24,1569181440.709977,1569181439.735769,1569181435.667075,1569181440.714201,1569181439.759087,1569181435.671423
60,1569138352.067,211.220.148.0/24,1569181440.709977,1569181439.735769,1569181435.872236,1569181440.727888,1569181439.761516,1569181435.878533
61,1569138399.81,128.254.123.0/24,1569181435.709779,1569181434.735366,1569181430.887029,1569181435.737608,1569181434.770586,1569181430.894634
62,1569138287.784,208.156.200.0/24,1569181440.709977,1569181439.735769,1569181436.397028,1569181440.727952,1569181439.771403,1569181436.401802
63,1569138238.469,3.107.240.0/24,1569181440.709977,1569181439.735769,1569181436.604082,1569181440.731281,1569181439.771403,1569181436.609622
64,1569138294.174,226.28.141.0/24,,,1569181437.016413,,,1569181437.023535
65,1569138413.733,180.89.115.0/24,1569181440.709977,1569181439.736013,1569181437.123392,1569181440.734636,1569181439.777918,1569181437.126518
66,1569138333.19,241.27.211.0/24,1569181440.709977,1569181439.736013,1569181437.229533,1569181440.737801,1569181439.777918,1569181437.234647
67,1569138354.251,204.246.145.0/24,1569181435.70994,1569181434.735672,1569181434.327182,1569181435.879761,1569181434.793057,1569181434.332479
68,1569138237.643,115.46.81.0/24,1569181430.709601,1569181429.734744,1569181426.484686,1569181430.738596,1569181429.776354,1569181426.491439
69,1569138342.311,225.238.89.0/24,,,1569181429.936737,,,1569181429.945096
70,1569138385.009,196.9.235.0/24,1569181440.710149,1569181439.736013,1569181438.36818,1569181440.817179,1569181439.782644,1569181438.373893
71,1569138360.488,94.21.43.0/24,1569181440.710149,1569181439.736013,1569181438.687098,1569181440.817244,1569181439.785506,1569181438.69335
72,1569138239.1,18.70.1.0/24,1569181435.70994,1569181439.735769,1569181435.158233,1569181435.884186,1569181439.742627,1569181435.165799
73,1569138312.173,141.2.170.0/24,1569181440.710149,1569181444.736072,1569181439.819699,1569181440.837896,1569181444.754338,1569181439.825139
74,1569138278.376,31.219.38.0/24,1569181430.709785,1569181429.734957,1569181428.055223,1569181430.810403,1569181429.78489,1569181428.063124
75,1569138402.426,99.94.222.0/24,1569181430.709785,1569181429.734957,1569181428.494547,1569181430.829029,1569181429.784911,1569181428.506885
76,1569138245.448,48.64.227.0/24,1569181430.709601,1569181429.734744,1569181425.542858,1569181430.71363,1569181429.759316,1569181425.54746
77,1569138287.678,133.234.158.0/24,1569181445.710116,1569181444.736072,1569181440.64659,1569181445.713119,1569181444.787912,1569181440.650865
78,1569138382.617,111.0.25.0/24,1569181445.710116,1569181444.736072,1569181440.966508,1569181445.722745,1569181444.796959,1569181440.972517
79,1569138397.226,130.148.214.0/24,1569181445.710116,1569181444.736072,1569181441.178445,1569181445.736156,1569181444.796959,1569181441.184486
80,1569138336.608,118.253.109.0/24,1569181445.710116,1569181444.736072,1569181441.384654,1569181445.745377,1569181444.796959,1569181441.391507
81,1569138298.564,37.158.154.0/24,1569181445.710116,1569181444.736377,1569181441.992305,1569181445.75658,1569181444.806061,1569181442.000743
82,1569138406.479,124.200.84.0/24,1569181445.710116,1569181444.736377,1569181442.198981,1569181445.761857,1569181444.806061,1569181442.201226
83,1569138323.056,126.208.7.0/24,1569181445.710116,1569181444.736377,1569181442.305663,1569181445.768369,1569181444.806061,1569181442.311491
84,1569138245.342,223.242.59.0/24,1569181445.710116,1569181444.736377,1569181442.412001,1569181445.775398,1569181444.806061,1569181442.419367
85,1569138346.462,68.180.53.0/24,1569181445.710116,1569181444.736377,1569181442.518703,1569181445.782394,1569181444.806084,1569181442.525477
86,1569138274.522,186.139.237.0/24,1569181445.710319,1569181444.736377,1569181442.73136,1569181445.789988,1569181444.806084,1569181442.738897
87,1569138251.327,71.102.164.0/24,1569181445.710319,1569181444.736377,1569181443.25209,1569181445.79709,1569181444.816594,1569181443.257525
88,1569138293.649,199.182.212.0/24,1569181445.710319,1569181444.736377,1569181443.464675,1569181445.818007,1569181444.816594,1569181443.471604
89,1569138272.319,49.163.64.0/24,1569181425.709477,1569181424.742083,1569181421.785823,1569181425.732111,1569181424.770889,1569181421.792456
90,1569138393.192,197.155.61.0/24,1569181435.70994,1569181434.735672,1569181433.901441,1569181435.83267,1569181434.790199,1569181433.907285
91,1569138311.014,43.148.183.0/24,1569181445.710319,1569181444.736377,1569181444.080245,1569181445.833153,1569181444.816615,1569181444.088314
92,1569138365.245,114.243.245.0/24,1569181445.710319,1569181444.736377,1569181444.398581,1569181445.845971,1569181444.816615,1569181444.403008
93,1569138422.925,17.182.152.0/24,1569181445.710319,1569181444.736377,1569181444.505237,1569181445.853115,1569181444.81667,1569181444.512355
94,1569138246.276,205.219.180.0/24,1569181430.709785,1569181434.735366,1569181430.256441,1569181430.885613,1569181434.756193,1569181430.262742
95,1569138277.54,246.254.168.0/24,1569181445.710319,1569181449.736256,1569181445.138591,1569181445.895711,1569181449.761304,1569181445.144124
96,1569138245.857,227.147.114.0/24,,,1569181445.862523,,,1569181445.868409
97,1569138349.163,1.136.194.0/24,1569181450.710329,1569181449.736256,1569181446.175034,1569181450.727314,1569181449.767255,1569181446.181933
98,1569138408.138,154.26.12.0/24,1569181450.710329,,1569181446.387889,1569181450.727314,1569181449.778022,1569181446.3944
99,1569138417.972,194.50.158.0/24,1569181425.709691,1569181424.742083,1569181424.405353,1569181425.840235,1569181424.784203,1569181424.41018
100,1569138361.833,226.166.172.0/24,,,1569181443.039336,,,1569181443.046817
101,1569138247.555,207.112.208.0/24,1569181435.70994,1569181434.735672,1569181434.11428,1569181435.857155,1569181434.790199,1569181434.117379
102,1569138264.043,76.100.175.0/24,1569181450.710329,,1569181447.134136,1569181450.732266,1569181449.778045,1569181447.141065
103,1569138295.846,58.186.32.0/24,1569181450.710329,,1569181447.347329,1569181450.753027,1569181449.781442,1569181447.352234
104,1569138301.703,229.17.214.0/24,,,1569181435.976232,,,1569181435.981758
105,1569138382.825,164.172.151.0/24,1569181450.710542,,1569181447.870692,1569181450.782358,1569181449.781442,1569181447.878478
106,1569138257.815,106.136.71.0/24,1569181450.710542,,1569181447.977268,1569181450.793112,1569181449.792327,1569181447.984138
107,1569138356.326,8.242.25.0/24,1569181450.710542,,1569181448.083944,1569181450.809437,1569181449.792345,1569181448.090058
108,1569138336.821,22.52.116.0/24,1569181450.710542,,1569181448.190122,1569181450.809437,1569181449.792345,1569181448.19691
109,1569138358.723,219.92.60.0/24,1569181450.710542,,1569181448.402294,1569181450.809454,1569181449.79236,1569181448.40812
110,1569138360.066,141.86.181.0/24,1569181450.710542,,1569181448.508731,1569181450.809454,1569181449.79236,1569181448.516224
111,1569138259.987,192.10.116.0/24,1569181450.710542,,1569181448.615635,1569181450.813333,1569181449.7924,1569181448.620309
112,1569138248.717,16.87.233.0/24,1569181450.710542,,1569181448.722528,1569181450.809454,1569181449.79236,1569181448.728891
113,1569138248.93,4.62.211.0/24,1569181450.710542,,1569181448.936164,1569181450.821187,1569181449.7924,1569181448.942603
114,1569138324.85,182.146.173.0/24,1569181450.710542,,1569181449.249332,1569181450.826665,1569181449.797744,1569181449.25477
115,1569138373.456,191.192.6.0/24,1569181450.710542,,1569181449.875371,1569181450.876905,1569181454.743644,1569181449.884475
116,1569138282.332,11.183.132.0/24,1569181455.710548,,1569181450.907185,1569181455.717642,1569181454.751828,1569181450.912351
117,1569138328.83,144.61.209.0/24,1569181440.710149,1569181444.736072,1569181440.434009,1569181440.875435,1569181444.782629,1569181440.438578
118,1569138279.839,107.181.47.0/24,1569181455.710548,,1569181451.119722,1569181455.720672,1569181454.751828,1569181451.12529
119,1569138251.221,121.87.152.0/24,1569181455.710548,,1569181451.225781,1569181455.730034,1569181454.751858,1569181451.231561
120,1569138373.036,143.38.11.0/24,1569181455.710548,,1569181451.43832,1569181455.744245,1569181454.765719,1569181451.445556
121,1569138312.795,219.105.140.0/24,1569181455.710548,,1569181451.643197,1569181455.750735,1569181454.765719,1569181451.649735
122,1569138321.061,227.38.198.0/24,,,1569181451.748915,,,1569181451.755227
123,1569138379.907,238.220.204.0/24,,,1569181452.0617,,,1569181452.067983
124,1569138252.163,39.20.48.0/24,1569181455.710548,,1569181452.167115,1569181455.763986,1569181454.765719,1569181452.174072
125,1569138302.114,51.150.26.0/24,1569181455.710548,,1569181452.274647,1569181455.770304,1569181454.765719,1569181452.277833
126,1569138313.426,200.245.169.0/24,1569181455.710761,,1569181453.320001,1569181455.796544,1569181454.770987,1569181453.327464
127,1569138253.421,248.81.42.0/24,1569181445.710319,1569181449.736256,1569181445.242125,1569181445.903972,1569181449.761304,1569181445.248715
128,1569138394.227,15.200.16.0/24,1569181445.710319,1569181444.736377,1569181443.358557,1569181445.806407,1569181444.816594,1569181443.364273
129,1569138425.934,118.103.248.0/24,1569181455.710761,,1569181453.845586,1569181455.831981,1569181454.778796,1569181453.853692
130,1569138254.266,39.30.117.0/24,1569181455.710761,,1569181454.271595,1569181455.84713,1569181454.778819,1569181454.274854
131,1569138305.782,177.187.151.0/24,1569181455.710761,,1569181454.685151,1569181455.859959,1569181459.746462,1569181454.690848
132,1569138395.572,84.196.64.0/24,1569181450.710329,,1569181446.707877,1569181450.72733,1569181449.778022,1569181446.713194
133,1569138301.278,57.31.4.0/24,1569181435.70994,1569181439.735769,1569181435.564443,1569181435.904563,1569181439.756689,1569181435.566694
134,1569138255.935,187.244.92.0/24,1569181460.710576,,1569181455.940896,1569181460.71398,1569181459.770953,1569181455.946224
135,1569138344.196,161.19.58.0/24,1569181460.710576,,1569181456.253065,1569181460.726552,1569181459.770953,1569181456.256086
136,1569138322.529,95.86.58.0/24,1569181460.710576,,1569181456.465129,1569181460.726563,1569181459.77098,1569181456.468108
137,1569138283.491,238.0.85.0/24,,,1569181456.571703,,,1569181456.576371
138,1569138256.773,193.104.53.0/24,1569181460.710576,,1569181456.778299,1569181460.726597,1569181459.78088,1569181456.783462
139,1569138355.498,209.103.123.0/24,1569181460.710576,,1569181456.884499,1569181460.726563,1569181459.78088,1569181456.890226
140,1569138257.297,46.248.8.0/24,1569181460.710576,,1569181457.302801,1569181460.726597,1569181459.78088,1569181457.309781
141,1569138257.71,167.118.43.0/24,1569181460.710576,,1569181457.714617,1569181460.726597,1569181459.780907,1569181457.725027
142,1569138311.862,160.152.153.0/24,1569181460.710576,,1569181457.925898,1569181460.73176,1569181459.780907,1569181457.935235
143,1569138258.027,43.49.255.0/24,1569181460.710576,,1569181458.032149,1569181460.731776,1569181459.780962,1569181458.038141
144,1569138383.141,253.245.4.0/24,1569181445.710319,1569181444.736377,1569181444.186347,1569181445.83946,1569181444.816615,1569181444.191871
145,1569138259.677,95.19.202.0/24,1569181460.710707,,1569181459.681053,1569181460.793442,1569181464.743974,1569181459.68562
146,1569138357.468,93.155.154.0/24,1569181460.710707,,1569181460.616523,1569181460.793442,1569181464.752672,1569181460.619756
147,1569138260.923,185.132.3.0/24,1569181450.710329,1569181449.736256,1569181446.281703,1569181450.727314,1569181449.767255,1569181446.284762
148,1569138261.025,76.212.214.0/24,1569181465.710874,,1569181461.028028,1569181465.75103,1569181464.76182,1569181461.032109
149,1569138288.197,23.122.125.0/24,1569181465.710874,,1569181462.590847,1569181465.773016,1569181464.771195,1569181462.597478
150,1569138262.692,37.232.192.0/24,1569181455.710761,,1569181454.165226,1569181455.838988,1569181454.778796,1569181454.171708
151,1569138281.098,30.204.225.0/24,1569181465.710874,,1569181463.114949,1569181465.773044,1569181464.775008,1569181463.124769
152,1569138377.933,40.208.164.0/24,1569181465.711068,,1569181463.221303,1569181465.781032,1569181464.775008,1569181463.22942
153,1569138269.848,36.20.228.0/24,1569181465.711068,,1569181463.636998,1569181465.799592,1569181464.785718,1569181463.643527
154,1569138288.51,13.199.51.0/24,1569181465.711068,,1569181464.361062,1569181465.837119,1569181464.785744,1569181464.36421
155,1569138280.253,251.249.39.0/24,1569181455.710761,,1569181453.426339,1569181455.805305,1569181454.770987,1569181453.43232
156,1569138264.675,58.230.53.0/24,1569181465.711068,,1569181464.680634,1569181465.849582,1569181469.743836,1569181464.688651
157,1569138396.504,168.159.255.0/24,1569181465.711068,,1569181464.787145,1569181465.855575,1569181469.746222,1569181464.794972
158,1569138265.201,130.143.16.0/24,1569181440.710149,1569181439.736013,1569181439.10597,1569181440.822956,1569181439.785506,1569181439.114184
159,1569138274.628,155.174.203.0/24,1569181470.710996,,1569181465.92446,1569181470.714593,1569181469.754324,1569181465.93426
160,1569138324.424,89.104.229.0/24,1569181470.710996,,1569181466.129458,1569181470.725795,1569181469.75674,1569181466.132542
161,1569138408.032,207.129.102.0/24,1569181470.710996,,1569181466.231841,1569181470.72581,1569181469.760761,1569181466.234971
162,1569138379.279,29.94.239.0/24,1569181470.710996,,1569181466.64641,1569181470.725839,1569181469.762911,1569181466.651029
163,1569138327.768,101.79.157.0/24,1569181470.710996,,1569181466.75232,1569181470.725859,1569181469.769954,1569181466.756796
164,1569138315.731,164.22.148.0/24,1569181470.710996,,1569181467.159715,1569181470.728466,1569181469.769954,1569181467.16617
165,1569138321.897,222.66.134.0/24,1569181470.710996,,1569181467.681635,1569181470.776508,1569181469.775896,1569181467.689388
166,1569138267.782,109.146.248.0/24,1569181470.711176,,1569181467.784178,1569181470.786477,1569181469.775896,1569181467.789689
167,1569138356.95,207.28.134.0/24,1569181470.711176,,1569181467.886714,1569181470.794757,1569181469.775896,1569181467.893306
168,1569138267.987,68.21.98.0/24,1569181465.710874,,1569181460.925066,1569181465.731946,1569181464.759491,1569181460.928083
169,1569138364.832,154.107.181.0/24,1569181465.710874,,1569181461.853329,1569181465.767544,1569181464.771165,1569181461.861231
170,1569138319.594,242.21.167.0/24,1569181470.711176,,1569181468.810572,1569181470.807152,1569181469.784107,1569181468.817466
171,1569138376.165,239.189.46.0/24,,,1569181469.223914,,,1569181469.230386
172,1569138285.369,251.80.67.0/24,1569181455.710761,,1569181453.739141,1569181455.823758,1569181454.778796,1569181453.744804
173,1569138269.531,36.129.233.0/24,1569181470.711176,,1569181469.536786,1569181470.827182,1569181469.784142,1569181469.544018
174,1569138269.638,138.147.108.0/24,1569181470.711176,,1569181469.64297,1569181470.836139,1569181469.784142,1569181469.650262
175,1569138289.574,58.190.85.0/24,1569181470.711176,,1569181469.957458,1569181470.852613,1569181474.746873,1569181469.964332
176,1569138297.313,109.149.160.0/24,1569181475.711194,,1569181470.896078,1569181475.725604,1569181474.763368,1569181470.902187
177,1569138339.715,252.10.199.0/24,1569181475.711194,,1569181471.914416,1569181475.725619,1569181474.775943,1569181471.919098
178,1569138274.841,63.201.219.0/24,1569181445.710319,1569181449.736256,1569181444.712023,1569181445.860222,1569181449.743708,1569181444.718335
179,1569138272.736,70.146.234.0/24,1569181455.710761,,1569181455.211778,1569181455.895485,1569181459.763462,1569181455.219188
180,1569138360.697,90.126.121.0/24,1569181475.711194,,1569181473.159987,1569181475.774153,1569181474.776021,1569181473.164634
181,1569138285.05,64.60.188.0/24,1569181440.710149,1569181439.736013,1569181438.055301,1569181440.794647,1569181439.777941,1569181438.064181
182,1569138273.474,96.190.225.0/24,1569181475.711398,,1569181473.478341,1569181475.79467,1569181474.789398,1569181473.485208
183,1569138291.562,244.6.117.0/24,1569181475.711398,,1569181473.584373,1569181475.797438,1569181474.789398,1569181473.589698
184,1569138423.449,166.254.76.0/24,1569181440.709977,1569181439.736013,1569181437.542272,1569181440.767824,1569181439.777918,1569181437.547607
185,1569138273.792,43.205.109.0/24,1569181475.711398,,1569181473.795167,1569181475.810571,1569181474.789423,1569181473.80199
186,1569138319.7,105.255.168.0/24,1569181475.711398,,1569181473.900787,1569181475.810571,1569181474.789423,1569181473.907527
187,1569138274.309,164.155.149.0/24,1569181475.711398,,1569181474.314674,1569181475.81427,1569181474.789473,1569181474.322825
188,1569138336.093,157.188.112.0/24,1569181475.711398,,1569181474.740104,1569181475.848734,1569181479.744941,1569181474.743214
189,1569138342.103,236.194.254.0/24,,,1569181474.9532,,,1569181474.956309
190,1569138333.814,33.19.245.0/24,1569181475.711398,,1569181475.059533,1569181475.863941,1569181479.747538,1569181475.062711
191,1569138275.881,196.230.66.0/24,1569181480.71131,,1569181475.885139,1569181480.714773,1569181479.759547,1569181475.88979
192,1569138328.194,198.199.171.0/24,1569181480.71131,,1569181476.19554,1569181480.729959,1569181479.765529,1569181476.198663
193,1569138399.293,70.248.203.0/24,1569181480.71131,,1569181476.300435,1569181480.729959,1569181479.776196,1569181476.303456
194,1569138276.607,176.70.53.0/24,1569181460.710707,,1569181460.410205,1569181460.793442,1569181464.746603,1569181460.413272
195,1569138350.921,80.242.192.0/24,1569181455.710761,,1569181452.800117,1569181455.778591,1569181454.765719,1569181452.806816
196,1569138406.899,132.211.26.0/24,1569181480.71131,,1569181476.925439,1569181480.736296,1569181479.77622,1569181476.928457
197,1569138373.766,3.93.249.0/24,1569181480.71131,,1569181477.031781,1569181480.739015,1569181479.77622,1569181477.034898
198,1569138419.721,237.18.213.0/24,,,1569181459.471086,,,1569181459.475768
199,1569138381.67,9.195.150.0/24,1569181480.71131,,1569181477.652221,1569181480.76476,1569181479.776277,1569181477.656662
200,1569138410.411,117.94.94.0/24,1569181470.711176,,1569181468.604577,1569181470.802733,1569181469.784107,1569181468.609958
201,1569138337.028,126.211.221.0/24,1569181480.711478,,1569181477.858734,1569181480.799702,1569181479.778303,1569181477.864894
202,1569138390.597,241.186.87.0/24,1569181470.710996,,1569181466.440009,1569181470.725839,1569181469.760761,1569181466.444391
203,1569138279.101,24.220.41.0/24,1569181445.710319,1569181449.736256,1569181444.925087,1569181445.87852,1569181449.754579,1569181444.93068
204,1569138279.207,172.247.33.0/24,1569181460.710707,,1569181459.576461,1569181460.786326,1569181459.785859,1569181459.581242
205,1569138279.419,175.33.207.0/24,1569181455.710761,,1569181453.632535,1569181455.814926,1569181454.778796,1569181453.63932
206,1569138280.466,105.231.128.0/24,1569181480.711478,,1569181480.470212,1569181480.866096,1569181484.764587,1569181480.476401
207,1569138280.572,228.226.108.0/24,,,1569181480.577067,,,1569181480.580209
208,1569138335.678,184.249.192.0/24,1569181485.711521,,1569181480.683416,1569181485.715614,1569181484.764587,1569181480.686496
209,1569138288.723,82.127.29.0/24,1569181465.710874,,1569181462.27281,1569181465.76756,1569181464.771195,1569181462.278803
210,1569138407.307,2.209.100.0/24,1569181470.710996,,1569181467.266021,1569181470.731217,1569181469.769954,1569181467.27159
211,1569138366.179,218.103.216.0/24,1569181485.711521,,1569181482.024536,1569181485.731236,1569181484.777575,1569181482.033441
212,1569138282.226,51.190.118.0/24,1569181485.711521,,1569181482.231414,1569181485.738635,1569181484.777603,1569181482.239492
213,1569138383.034,58.121.111.0/24,1569181470.711176,,1569181469.117439,1569181470.813066,1569181469.784142,1569181469.124897
214,1569138320.423,59.19.160.0/24,1569181485.711706,,1569181482.964609,1569181485.799698,1569181484.783943,1569181482.97128
215,1569138359.34,126.244.161.0/24,1569181450.710542,,1569181449.462389,1569181450.864749,1569181449.797744,1569181449.46802
216,1569138283.385,67.187.248.0/24,1569181485.711706,,1569181483.389892,1569181485.816837,1569181484.792552,1569181483.39789
217,1569138326.398,214.75.247.0/24,1569181485.711521,,1569181482.857933,1569181485.782438,1569181484.783943,1569181482.862981
218,1569138284.318,25.46.208.0/24,1569181485.711706,,1569181484.323604,1569181485.846836,1569181484.792552,1569181484.32851
219,1569138320.318,1.245.228.0/24,1569181485.711706,,1569181484.42966,1569181485.867316,1569181484.792619,1569181484.435286
220,1569138333.297,129.129.149.0/24,1569181475.711194,,1569181471.508742,1569181475.725619,1569181474.763368,1569181471.51312
221,1569138284.945,250.88.112.0/24,1569181475.711398,,1569181474.208233,1569181475.810583,1569181474.789423,1569181474.213383
222,1569138402.106,172.9.255.0/24,1569181490.711683,,1569181486.000216,1569181490.730998,1569181489.766969,1569181486.007361
