,announce_ts,prefix,m17d-bgp,m17c-bgp,m169-bgp,m17d-openflow,m17c-openflow,m169-openflow
96,1569138965.121,74.161.219.0/24,1569181943.618847,1569181942.892589,1569181942.543969,1569181943.713846,1569181942.928306,1569181942.549958
97,1569138903.866,223.21.205.0/24,1569181948.618848,1569181947.892983,1569181943.075189,1569181948.633955,1569181947.901799,1569181943.083244
98,1569138788.001,190.80.159.0/24,1569181948.618848,1569181947.892983,1569181942.862709,1569181948.623219,1569181947.899706,1569181942.870452
99,1569138855.418,176.228.222.0/24,1569181948.618848,1569181947.892983,1569181943.688738,1569181948.633967,1569181947.904799,1569181943.696391
100,1569139056.207,0.81.61.0/24,1569181948.618848,1569181947.892983,1569181943.900478,1569181948.633967,1569181947.90683,1569181943.909636
101,1569138744.002,29.211.248.0/24,1569181948.618848,1569181947.892983,1569181944.005674,1569181948.634016,1569181947.90876,1569181944.011213
102,1569139103.977,237.142.118.0/24,,,1569181944.425232,,,1569181944.429772
103,1569139140.839,18.101.12.0/24,1569181948.618848,1569181947.892983,1569181944.838725,1569181948.653544,1569181947.91327,1569181944.844354
104,1569138762.209,253.91.167.0/24,1569181923.621313,1569181922.898919,1569181921.446208,1569181923.747676,1569181922.931536,1569181921.452128
105,1569138866.134,34.251.183.0/24,1569181948.619094,1569181947.89321,1569181946.511819,1569181948.690885,1569181947.923808,1569181946.516402
106,1569139198.378,119.36.15.0/24,1569181948.618848,1569181947.892983,1569181945.573082,1569181948.671074,1569181947.91862,1569181945.580611
107,1569138896.001,92.60.41.0/24,1569181943.618847,1569181942.892589,1569181940.981067,1569181943.695553,1569181942.924113,1569181940.991765
108,1569139081.346,83.255.160.0/24,1569181933.618042,1569181932.891867,1569181930.417825,1569181933.710954,1569181932.92893,1569181930.42195
109,1569138748.497,74.134.178.0/24,1569181933.618224,1569181932.892153,1569181932.517803,1569181933.814739,1569181932.94992,1569181932.523864
110,1569139132.66,235.234.25.0/24,,,1569181945.992008,,,1569181945.997582
111,1569138941.954,137.177.207.0/24,1569181953.618978,1569181952.893263,1569181949.131067,1569181953.642761,1569181952.919,1569181949.13795
112,1569139121.0,82.15.43.0/24,1569181953.618978,1569181952.893263,1569181949.237588,1569181953.642822,1569181952.919,1569181949.24557
113,1569139096.49,2.196.216.0/24,1569181953.618978,1569181952.893263,1569181949.343992,1569181953.646891,1569181952.919,1569181949.351203
114,1569139082.704,158.25.138.0/24,1569181953.618978,1569181952.893263,1569181949.449975,1569181953.654633,1569181952.919052,1569181949.457847
115,1569139012.815,24.246.118.0/24,1569181953.618978,1569181952.893263,1569181948.918552,1569181953.642761,1569181952.907093,1569181948.927312
116,1569138762.949,230.66.143.0/24,,,1569181949.87187,,,1569181949.879492
117,1569139051.868,8.249.10.0/24,1569181953.619144,1569181952.893474,1569181949.978648,1569181953.669072,1569181952.919052,1569181949.986811
118,1569138798.543,244.193.81.0/24,1569181943.618847,1569181942.892589,1569181942.331624,1569181943.706364,1569181942.928306,1569181942.337496
119,1569139126.283,190.138.122.0/24,1569181953.619144,1569181952.893474,1569181950.291811,1569181953.703525,1569181952.919139,1569181950.294641
120,1569139101.172,141.122.131.0/24,1569181953.618978,1569181952.893263,1569181948.502087,1569181953.642703,1569181952.905138,1569181948.508277
121,1569139080.528,16.19.14.0/24,1569181948.619094,1569181947.89321,1569181947.34491,1569181948.698696,1569181947.923808,1569181947.34972
122,1569138751.935,33.238.184.0/24,1569181953.619144,1569181952.893474,1569181951.938155,1569181953.713803,1569181952.923181,1569181951.942948
123,1569139089.86,107.109.214.0/24,1569181948.618848,1569181947.892983,1569181945.785118,1569181948.680152,1569181947.91862,1569181945.793851
124,1569138760.097,24.30.171.0/24,1569181948.619094,1569181947.89321,1569181946.405593,1569181948.690838,1569181947.91862,1569181946.411291
125,1569139027.757,255.187.164.0/24,1569181958.619174,1569181957.893839,1569181953.088219,1569181958.636468,1569181957.921188,1569181953.095228
126,1569139215.452,58.128.177.0/24,1569181958.619174,1569181957.893839,1569181953.195127,1569181958.636433,1569181957.917956,1569181953.202939
127,1569139166.337,44.78.185.0/24,,,1569181953.509084,1569181958.636487,1569181957.927356,1569181953.515945
128,1569138950.654,102.226.253.0/24,1569181958.619174,1569181957.893839,1569181953.719025,1569181958.636576,1569181957.929165,1569181953.726668
129,1569138979.903,24.186.108.0/24,1569181958.619174,1569181957.893839,1569181953.922978,1569181958.636526,1569181957.927356,1569181953.930508
130,1569139234.897,66.60.70.0/24,1569181958.619174,1569181957.893839,1569181954.027449,1569181958.641639,1569181957.940134,1569181954.034621
131,1569139008.13,203.212.96.0/24,1569181958.61939,1569181957.894074,1569181954.555683,1569181958.694114,1569181957.940156,1569181954.56105
132,1569138837.307,174.252.20.0/24,1569181938.618138,1569181937.892154,1569181934.302221,1569181938.637268,1569181937.910912,1569181934.305352
133,1569139039.168,196.161.37.0/24,1569181958.61939,1569181957.894074,1569181955.598645,1569181958.709271,1569181957.940209,1569181955.607593
134,1569139087.683,180.51.200.0/24,1569181953.619144,1569181952.893474,1569181950.085176,1569181953.692337,1569181952.919139,1569181950.091367
135,1569138893.404,232.182.218.0/24,,,1569181956.218356,,,1569181956.223971
136,1569139096.702,106.46.166.0/24,1569181958.61939,1569181957.894074,1569181956.324761,1569181958.709318,1569181957.943122,1569181956.33091
137,1569139052.588,237.42.169.0/24,,,1569181956.53778,,,1569181956.543805
138,1569138846.035,19.145.58.0/24,1569181958.61939,1569181957.894074,1569181956.644778,1569181958.71661,1569181957.94967,1569181956.650258
139,1569139073.672,121.102.245.0/24,1569181958.619174,1569181957.893839,1569181952.981882,1569181958.622633,1569181957.902561,1569181952.989787
140,1569138756.853,83.50.209.0/24,1569181943.618632,1569181942.892373,1569181937.880892,1569181943.621922,1569181942.898447,1569181937.888568
141,1569139127.95,7.53.46.0/24,1569181958.61939,1569181957.894074,1569181957.485687,1569181958.759527,1569181957.949693,1569181957.493628
142,1569138758.201,88.28.219.0/24,1569181963.619307,1569181962.894002,1569181958.206428,1569181963.636257,1569181962.911264,1569181958.213507
143,1569139123.702,100.52.112.0/24,1569181963.619307,1569181962.894002,1569181958.312881,1569181963.636257,1569181962.914335,1569181958.318916
144,1569138854.683,98.31.231.0/24,1569181948.619094,1569181947.89321,1569181946.098421,1569181948.690823,1569181947.91862,1569181946.104924
145,1569138886.309,118.247.21.0/24,1569181963.619307,1569181962.894002,1569181957.999727,1569181963.636257,1569181962.909507,1569181958.005117
146,1569138882.77,42.207.30.0/24,,,1569181959.363302,1569181963.706256,1569181962.921759,1569181959.368773
147,1569139103.143,9.129.187.0/24,1569181938.618138,1569181937.892154,1569181933.662277,1569181938.633619,1569181937.906,1569181933.670426
148,1569139063.709,54.127.48.0/24,,,1569181959.572715,1569181963.711422,1569181962.927211,1569181959.578267
149,1569139027.022,143.49.59.0/24,1569181953.619144,1569181952.893474,1569181951.733935,1569181953.713803,1569181952.923181,1569181951.738443
150,1569139035.35,198.216.5.0/24,,,1569181959.889162,1569181963.743136,1569181962.92724,1569181959.895056
151,1569139141.046,225.41.107.0/24,,,1569181959.995581,,,1569181960.000495
152,1569138934.261,98.194.99.0/24,,,1569181960.314899,1569181963.75517,1569181962.937869,1569181960.317935
153,1569138760.416,37.28.119.0/24,1569181928.617386,1569181927.891432,1569181923.202585,1569181928.640934,1569181927.908537,1569181923.20993
154,1569138760.523,203.164.210.0/24,,,1569181960.527602,1569181963.761591,1569181962.937869,1569181960.53227
155,1569138862.807,170.18.199.0/24,,,1569181961.054479,1569181963.785882,1569181962.937894,1569181961.060364
156,1569139166.444,124.207.95.0/24,,,1569181961.267935,1569181963.80226,1569181962.937894,1569181961.27374
157,1569138926.667,172.241.43.0/24,1569181963.619307,1569181962.894002,1569181958.734507,1569181963.648454,1569181962.921734,1569181958.741224
158,1569139117.145,234.193.236.0/24,,,1569181962.10803,,,1569181962.115204
159,1569138997.846,189.104.108.0/24,,,1569181961.789091,1569181963.817257,1569181962.943231,1569181961.795887
160,1569138960.646,93.219.211.0/24,,,1569181959.782591,1569181963.733363,1569181962.927211,1569181959.787056
161,1569139009.174,140.142.226.0/24,,,1569181962.634778,1569181968.622951,1569181967.90054,1569181962.642693
162,1569138822.942,42.208.47.0/24,,,1569181962.847617,1569181968.628767,1569181967.902352,1569181962.855667
163,1569138905.833,210.217.210.0/24,1569181938.618138,1569181937.892154,1569181934.923127,1569181938.642955,1569181937.916605,1569181934.929224
164,1569139177.786,184.244.254.0/24,,,1569181964.31403,1569181968.684219,1569181967.925514,1569181964.320145
165,1569139087.789,27.190.129.0/24,,,1569181964.732265,1569181968.695336,1569181967.925514,1569181964.73923
166,1569138917.098,177.73.117.0/24,,,1569181964.945102,1569181968.705778,1569181967.925514,1569181964.951687
167,1569138813.27,162.155.22.0/24,,,1569181965.884404,1569181968.746682,1569181967.941572,1569181965.890469
168,1569139008.341,17.78.196.0/24,1569181938.618305,1569181937.892449,1569181935.556898,1569181938.697375,1569181937.925974,1569181935.565299
169,1569139002.306,162.192.137.0/24,1569181953.619144,1569181952.893474,1569181951.018654,1569181953.708628,1569181952.923181,1569181951.026484
170,1569139169.813,125.13.44.0/24,,,1569181966.604612,1569181968.763493,1569181967.941572,1569181966.608901
171,1569138766.913,176.12.205.0/24,,,1569181966.91777,1569181968.77855,1569181967.941591,1569181966.922128
172,1569138841.047,48.80.122.0/24,,,1569181967.024313,1569181968.785344,1569181967.941591,1569181967.028718
173,1569138806.59,24.13.160.0/24,,,1569181967.130695,1569181968.795207,1569181967.941591,1569181967.136516
174,1569138945.487,176.177.241.0/24,,,1569181967.555664,1569181968.813455,1569181967.941642,1569181967.561989
175,1569139141.777,27.136.71.0/24,,,1569181968.071556,1569181973.62455,1569181972.90219,1569181968.079186
176,1569139033.695,137.158.123.0/24,,,1569181968.278493,1569181973.650815,1569181972.903949,1569181968.285237
177,1569139084.662,173.87.128.0/24,,,1569181968.591311,1569181973.650831,1569181972.913769,1569181968.599304
178,1569138768.799,175.63.115.0/24,,,1569181968.804597,1569181973.650883,1569181972.918125,1569181968.81129
179,1569139149.715,68.171.162.0/24,1569181958.61939,1569181957.894074,1569181956.751827,1569181958.71663,1569181957.94967,1569181956.756596
180,1569138904.902,24.102.220.0/24,1569181928.617573,1569181927.891636,1569181925.295843,1569181928.707475,1569181927.93745,1569181925.302605
181,1569139147.296,134.100.250.0/24,,,1569181969.536334,1569181973.650943,1569181972.926464,1569181969.543272
182,1569138786.54,230.79.241.0/24,,,1569181969.642961,,,1569181969.647657
183,1569138770.051,202.68.42.0/24,,,1569181970.055886,1569181973.6623,1569181972.926464,1569181970.064415
184,1569139148.77,23.212.140.0/24,1569181958.619174,1569181957.893839,1569181954.131538,1569181958.641659,1569181957.940134,1569181954.13799
185,1569139013.754,164.70.92.0/24,,,1569181970.787521,1569181973.706119,1569181972.928085,1569181970.79465
186,1569138770.889,116.3.225.0/24,1569181933.618224,1569181932.892153,1569181931.773076,1569181933.770524,1569181932.949789,1569181931.777687
187,1569138803.05,25.90.68.0/24,1569181953.618978,1569181952.893263,1569181948.289333,1569181953.642689,1569181952.905086,1569181948.292664
188,1569139026.716,110.72.245.0/24,1569181958.61939,1569181957.894074,1569181956.431033,1569181958.709318,1569181957.943122,1569181956.436027
189,1569139009.584,134.108.84.0/24,1569181953.618978,1569181952.893263,1569181948.39545,1569181953.642689,1569181952.905086,1569181948.403532
190,1569139119.226,83.228.206.0/24,,,1569181969.749034,1569181973.650943,1569181972.926464,1569181969.755799
191,1569138771.726,128.121.0.0/24,,,1569181971.728548,1569181973.727757,1569181972.934539,1569181971.732446
192,1569138771.829,149.162.182.0/24,,,1569181968.484398,1569181973.650815,1569181972.912058,1569181968.490661
193,1569139007.288,86.61.218.0/24,,,1569181972.043547,1569181973.72785,1569181972.934539,1569181972.048856
194,1569139041.678,97.236.246.0/24,,,1569181972.35067,1569181973.730846,1569181972.934599,1569181972.35734
195,1569139126.179,200.127.232.0/24,,,1569181972.562722,1569181978.624748,1569181977.901597,1569181972.569625
196,1569138775.895,193.67.9.0/24,,,1569181972.76932,1569181978.653042,1569181977.903321,1569181972.776898
197,1569138875.072,166.80.52.0/24,1569181963.619307,1569181962.894002,1569181959.045951,1569181963.703442,1569181962.921734,1569181959.054886
198,1569138864.994,245.89.236.0/24,,,1569181972.981809,1569181978.653102,1569181977.910389,1569181972.989238
199,1569139126.696,147.249.113.0/24,,,1569181961.160947,1569181963.793832,1569181962.937894,1569181961.16825
200,1569139079.604,95.145.159.0/24,1569181938.618305,1569181937.892449,1569181935.769199,1569181938.705569,1569181937.925974,1569181935.776635
201,1569139146.983,30.0.147.0/24,,,1569181973.821098,1569181978.661248,1569181977.922294,1569181973.829486
202,1569138840.223,53.236.174.0/24,,,1569181973.927124,1569181978.661248,1569181977.922294,1569181973.935777
203,1569138855.63,217.102.162.0/24,1569181953.618978,1569181952.893263,1569181947.769502,1569181953.62351,1569181952.899301,1569181947.777183
204,1569139037.934,141.94.184.0/24,,,1569181975.379882,1569181978.754343,1569181977.927813,1569181975.385981
205,1569139148.561,94.189.92.0/24,,,1569181959.676593,1569181963.722205,1569181962.927211,1569181959.682362
206,1569138900.134,8.211.146.0/24,,,1569181976.523566,1569181978.776487,1569181977.940598,1569181976.529906
207,1569139047.06,38.249.179.0/24,,,1569181976.730304,1569181978.810168,1569181977.940598,1569181976.737457
208,1569138798.018,38.150.86.0/24,,,1569181977.043096,1569181978.844455,1569181977.94062,1569181977.049733
209,1569139114.123,184.36.36.0/24,,,1569181962.95389,1569181968.628784,1569181967.910336,1569181962.961055
210,1569139194.52,241.252.249.0/24,,,1569181977.255181,1569181978.851312,1569181977.94062,1569181977.261803
211,1569139027.233,105.149.97.0/24,,,1569181977.466831,1569181978.858988,1569181977.940707,1569181977.472475
212,1569139138.223,98.90.253.0/24,,,1569181977.57301,1569181978.854585,1569181977.94062,1569181977.579488
213,1569138859.997,219.151.185.0/24,,,1569181978.613546,1569181983.638196,1569181982.91831,1569181978.620288
214,1569139151.393,164.124.236.0/24,1569181943.618847,1569181942.892589,1569181940.252959,1569181943.666377,1569181942.924113,1569181940.256671
215,1569139169.707,43.141.219.0/24,,,1569181973.30032,1569181978.653151,1569181977.915414,1569181973.306812
216,1569138900.76,187.52.176.0/24,,,1569181976.417396,1569181978.790759,1569181977.940598,1569181976.420432
217,1569138808.786,133.111.166.0/24,,,1569181979.55591,1569181983.642799,1569181982.931898,1569181979.562138
218,1569139006.467,65.173.196.0/24,,,1569181979.764494,1569181983.647815,1569181982.931898,1569181979.769609
219,1569139156.108,248.66.19.0/24,,,1569181979.975683,1569181983.703603,1569181982.938119,1569181979.984222
220,1569138801.687,119.110.39.0/24,,,1569181975.89941,1569181978.773866,1569181977.940598,1569181975.905669
221,1569138900.347,87.215.205.0/24,,,1569181980.700486,1569181983.710976,1569181982.938119,1569181980.705013
222,1569139219.39,141.33.56.0/24,,,1569181980.806281,1569181983.711027,1569181982.938142,1569181980.810809
