,announce_ts,prefix,m17d-bgp,m17c-bgp,m169-bgp,m17d-openflow,m17c-openflow,m169-openflow
30,1569137872.19,148.116.45.0/24,1569181036.689227,1569181035.911855,1569181032.160678,1569181036.774028,1569181035.942932,1569181032.166356
31,1569137838.851,97.250.74.0/24,1569181036.689227,1569181035.911855,1569181032.367458,1569181036.780888,1569181035.942962,1569181032.374912
32,1569137921.392,135.135.191.0/24,1569181036.689399,1569181035.912125,1569181032.577104,1569181036.780902,1569181035.942962,1569181032.584522
33,1569137848.776,186.104.99.0/24,1569181036.689399,1569181035.912125,1569181032.883889,1569181036.784889,1569181035.942986,1569181032.89124
34,1569137832.984,29.101.66.0/24,1569181036.689399,1569181035.912125,1569181032.989676,1569181036.804921,1569181035.943019,1569181032.993104
35,1569137833.195,202.64.39.0/24,1569181036.689399,1569181035.912125,1569181033.202941,1569181036.823467,1569181035.943019,1569181033.207375
36,1569137833.408,142.158.250.0/24,1569181036.689399,1569181035.912125,1569181033.414409,1569181036.837905,1569181035.954931,1569181033.41906
37,1569137833.514,209.16.241.0/24,1569181036.689399,1569181035.912125,1569181033.52075,1569181036.856955,1569181035.954952,1569181033.527585
38,1569137881.032,125.133.172.0/24,1569181036.689399,1569181035.912125,1569181033.732386,1569181036.856975,1569181035.954987,1569181033.738774
39,1569137833.933,91.82.18.0/24,1569181036.689399,1569181035.912125,1569181033.939143,1569181036.857007,1569181035.954987,1569181033.946785
40,1569137850.441,153.6.110.0/24,1569181036.689399,1569181035.912125,1569181034.044822,1569181036.857007,1569181035.955011,1569181034.049515
41,1569137850.646,143.197.125.0/24,1569181036.689399,1569181035.912125,1569181034.150588,1569181036.857014,1569181035.955044,1569181034.152897
42,1569137849.408,219.158.192.0/24,1569181036.689399,1569181035.912125,1569181034.579254,1569181036.857081,1569181035.955044,1569181034.583678
43,1569137843.955,132.156.206.0/24,1569181036.689399,1569181035.912125,1569181034.891534,1569181036.860971,1569181035.955057,1569181034.897034
44,1569137860.325,23.230.99.0/24,1569181036.689399,1569181035.912125,1569181035.309056,1569181036.866069,1569181035.955114,1569181035.314053
45,1569137836.45,140.90.41.0/24,1569181041.689345,1569181040.912142,1569181035.521181,1569181041.694367,1569181040.918392,1569181035.52647
46,1569137848.153,31.242.86.0/24,1569181041.689345,1569181040.912142,1569181035.833523,1569181041.710351,1569181040.92019,1569181035.838792
47,1569137858.242,144.229.23.0/24,1569181041.689345,1569181040.912142,1569181035.939499,1569181041.710351,1569181040.926542,1569181035.946604
48,1569137853.039,253.86.53.0/24,1569181041.689345,1569181040.912142,1569181036.14378,1569181041.710367,1569181040.92833,1569181036.149707
49,1569137836.346,189.156.90.0/24,1569181041.689345,1569181040.912142,1569181036.349981,1569181041.71041,1569181040.9335,1569181036.355094
50,1569137836.654,19.169.244.0/24,1569181041.689345,1569181040.912142,1569181036.658754,1569181041.715086,1569181040.933522,1569181036.666782
51,1569137914.667,134.176.29.0/24,1569181041.689345,1569181040.912142,1569181036.764244,1569181041.719269,1569181040.933577,1569181036.771198
52,1569137836.864,206.147.147.0/24,1569181041.689345,1569181040.912142,1569181036.869522,1569181041.723191,1569181040.947509,1569181036.872396
53,1569137876.349,249.0.132.0/24,1569181041.689345,1569181040.912142,1569181037.179075,1569181041.747131,1569181040.947534,1569181037.183633
54,1569137837.279,98.19.88.0/24,1569181041.689345,1569181040.912142,1569181037.285111,1569181041.768686,1569181040.947563,1569181037.289795
55,1569137837.486,167.217.81.0/24,1569181041.689589,1569181040.9124,1569181037.491922,1569181041.774468,1569181040.947563,1569181037.496941
56,1569137929.003,0.3.150.0/24,1569181041.689589,1569181040.9124,1569181037.597375,1569181041.782523,1569181040.947586,1569181037.604198
57,1569137895.46,31.118.4.0/24,1569181041.689589,1569181040.9124,1569181037.905191,1569181041.79299,1569181040.947619,1569181037.912019
58,1569137889.03,48.142.176.0/24,1569181041.689589,1569181040.9124,1569181038.011089,1569181041.803101,1569181040.947619,1569181038.018955
59,1569137838.111,140.64.31.0/24,1569181041.689589,1569181040.9124,1569181038.117297,1569181041.81267,1569181040.947637,1569181038.123294
60,1569137838.217,204.163.149.0/24,1569181041.689589,1569181040.9124,1569181038.222998,1569181041.819849,1569181040.947668,1569181038.230823
61,1569137845.952,67.172.189.0/24,1569181041.689589,1569181040.9124,1569181038.327561,1569181041.827167,1569181040.947668,1569181038.33227
62,1569137897.974,230.18.122.0/24,,,1569181038.432213,,,1569181038.438877
63,1569137854.907,222.82.63.0/24,1569181041.689589,1569181040.9124,1569181038.538172,1569181041.8365,1569181040.958104,1569181038.543459
64,1569137879.364,23.91.44.0/24,1569181041.689589,1569181040.9124,1569181038.644284,1569181041.845755,1569181040.958125,1569181038.649904
65,1569137838.745,189.63.20.0/24,1569181041.689589,1569181040.9124,1569181038.75061,1569181041.85207,1569181040.958159,1569181038.757478
66,1569137918.399,229.115.105.0/24,,,1569181038.962251,,,1569181038.96913
67,1569137864.449,36.65.147.0/24,1569181041.689589,1569181040.9124,1569181039.168907,1569181041.859492,1569181040.958159,1569181039.173314
68,1569137843.849,65.146.253.0/24,1569181041.689589,1569181040.9124,1569181039.375276,1569181041.866707,1569181040.958183,1569181039.377942
69,1569137863.014,98.42.200.0/24,1569181041.689589,1569181040.9124,1569181039.48156,1569181041.875205,1569181040.958215,1569181039.487927
70,1569137871.161,82.124.193.0/24,1569181041.689589,1569181040.9124,1569181039.989501,1569181041.883828,1569181040.958215,1569181039.996186
71,1569137908.199,233.181.60.0/24,,,1569181040.096112,,,1569181040.107758
72,1569137856.251,190.91.139.0/24,1569181041.689589,1569181040.9124,1569181040.299664,1569181041.892046,1569181040.958235,1569181040.305693
73,1569137840.399,239.209.133.0/24,,,1569181040.405095,,,1569181040.414515
74,1569137858.658,234.205.232.0/24,,,1569181040.616185,,,1569181040.623584
75,1569137875.419,124.28.180.0/24,1569181046.689533,1569181045.912318,1569181040.721986,1569181046.694623,1569181045.918967,1569181040.733044
76,1569137928.689,219.186.175.0/24,1569181046.689533,1569181045.912318,1569181040.827909,1569181046.71876,1569181045.921009,1569181040.834352
77,1569137912.373,124.99.118.0/24,1569181046.689533,1569181045.912318,1569181040.93363,1569181046.718773,1569181045.924498,1569181040.941361
78,1569137841.033,131.98.85.0/24,1569181046.689533,1569181045.912318,1569181041.038919,1569181046.71879,1569181045.936297,1569181041.042686
79,1569137841.14,118.15.64.0/24,1569181046.689533,1569181045.912318,1569181041.146017,1569181046.71879,1569181045.93136,1569181041.15174
80,1569137841.449,82.29.202.0/24,1569181046.689533,1569181045.912318,1569181041.4531,1569181046.718869,1569181045.936297,1569181041.460681
81,1569137852.412,247.65.20.0/24,1569181046.689533,1569181045.912318,1569181041.658659,1569181046.718825,1569181045.936297,1569181041.664181
82,1569137841.759,68.225.227.0/24,1569181046.689533,1569181045.912318,1569181041.765172,1569181046.718869,1569181045.938066,1569181041.771434
83,1569137888.511,74.242.33.0/24,1569181046.689533,1569181045.912318,1569181042.078205,1569181046.729774,1569181045.948761,1569181042.084439
84,1569137902.166,83.140.239.0/24,1569181046.689533,1569181045.912318,1569181042.183928,1569181046.729774,1569181045.948761,1569181042.190429
85,1569137853.974,32.217.60.0/24,,,1569181042.287106,1569181046.729796,1569181045.948761,1569181042.291622
86,1569137851.779,104.242.177.0/24,,,1569181042.39081,1569181046.756588,1569181045.948761,1569181042.396729
87,1569137842.695,3.154.167.0/24,,,1569181042.700901,1569181046.789583,1569181045.948787,1569181042.708531
88,1569137851.992,23.99.253.0/24,,,1569181042.806354,1569181046.813447,1569181045.948795,1569181042.813381
89,1569137919.019,8.93.29.0/24,,,1569181042.911919,1569181046.836328,1569181045.948795,1569181042.917934
90,1569137902.479,55.255.41.0/24,,,1569181043.017989,1569181046.836328,1569181045.94884,1569181043.022497
91,1569137901.846,169.39.242.0/24,,,1569181043.2298,1569181046.836328,1569181045.953588,1569181043.236042
92,1569137843.435,28.174.123.0/24,,,1569181043.441644,1569181046.836328,1569181045.953588,1569181043.44786
93,1569137859.18,252.47.179.0/24,,,1569181043.64811,1569181046.836354,1569181045.953588,1569181043.654106
94,1569137844.061,155.48.192.0/24,,,1569181044.066752,1569181046.836354,1569181045.963961,1569181044.074098
95,1569137883.005,173.98.51.0/24,,,1569181044.273424,1569181046.836372,1569181045.963961,1569181044.278198
96,1569137916.839,239.220.182.0/24,,,1569181044.478128,,,1569181044.481151
97,1569137844.578,104.168.120.0/24,,,1569181044.581945,1569181046.836372,1569181045.963961,1569181044.58684
98,1569137844.682,172.53.165.0/24,,,1569181044.68742,1569181046.836372,1569181045.964001,1569181044.692705
99,1569137926.639,4.206.139.0/24,,,1569181044.794764,1569181046.846801,1569181045.964001,1569181044.8002
100,1569137889.956,78.128.29.0/24,,,1569181045.006859,1569181046.846801,1569181045.964023,1569181045.012954
101,1569137845.213,63.172.99.0/24,,,1569181045.219359,1569181046.846801,1569181045.964023,1569181045.225525
102,1569137845.319,214.231.240.0/24,,,1569181045.326189,1569181046.84682,1569181045.964023,1569181045.332152
103,1569137845.633,66.73.67.0/24,,,1569181045.639473,1569181051.692892,1569181050.918555,1569181045.645909
104,1569137845.846,121.28.32.0/24,,,1569181045.852121,1569181051.695163,1569181050.920365,1569181045.859606
105,1569137846.058,182.69.83.0/24,,,1569181046.063591,1569181051.710225,1569181050.929068,1569181046.071082
106,1569137846.371,75.28.242.0/24,,,1569181046.374115,1569181051.772447,1569181050.931427,1569181046.382916
107,1569137846.574,159.211.79.0/24,,,1569181046.576967,1569181051.793094,1569181050.934519,1569181046.585909
108,1569137846.781,33.167.184.0/24,,,1569181046.787107,1569181051.796256,1569181050.934542,1569181046.794789
109,1569137846.887,67.106.202.0/24,,,1569181046.89259,1569181051.801303,1569181050.938959,1569181046.899349
110,1569137846.992,44.144.62.0/24,,,1569181046.999294,1569181051.801312,1569181050.938981,1569181047.004014
111,1569137847.099,93.126.7.0/24,,,1569181047.105969,1569181051.80483,1569181050.939036,1569181047.108215
112,1569137847.206,90.126.251.0/24,,,1569181047.212226,1569181051.81446,1569181050.948422,1569181047.21833
113,1569137863.83,86.191.113.0/24,,,1569181047.31927,1569181051.828107,1569181050.948446,1569181047.325131
114,1569137847.419,194.80.14.0/24,,,1569181047.426071,1569181051.838166,1569181050.948475,1569181047.43136
115,1569137850.235,72.192.177.0/24,,,1569181047.532379,1569181051.845715,1569181050.948475,1569181047.538221
116,1569137847.94,15.92.1.0/24,,,1569181047.945439,1569181051.853356,1569181050.948497,1569181047.952465
117,1569137848.046,49.53.96.0/24,,,1569181048.052601,1569181051.861066,1569181050.948535,1569181048.06077
118,1569137924.409,26.150.56.0/24,,,1569181048.265913,1569181051.868412,1569181050.948535,1569181048.27077
119,1569137907.259,215.117.104.0/24,,,1569181048.369014,1569181051.876096,1569181050.95015,1569181048.375492
120,1569137848.669,104.191.71.0/24,,,1569181048.67559,1569181051.885768,1569181050.959343,1569181048.680385
121,1569137848.882,96.77.99.0/24,,,1569181048.888372,1569181051.904464,1569181050.959397,1569181048.893673
122,1569137848.988,18.10.226.0/24,,,1569181048.994757,1569181051.89498,1569181050.959364,1569181049.00204
123,1569137849.51,101.222.46.0/24,,,1569181049.514413,1569181051.913999,1569181050.959397,1569181049.519536
124,1569137849.614,118.211.46.0/24,,,1569181049.618365,1569181051.922773,1569181050.959421,1569181049.629583
125,1569137854.597,132.165.66.0/24,,,1569181049.724112,1569181051.930006,1569181050.973162,1569181049.730456
126,1569137850.544,20.226.27.0/24,,,1569181050.546863,1569181051.939631,1569181050.973162,1569181050.556038
127,1569137850.749,64.14.227.0/24,,,1569181050.753797,1569181056.694198,1569181055.919419,1569181050.761501
128,1569137861.462,176.93.219.0/24,,,1569181050.857427,1569181056.710995,1569181055.921197,1569181050.863628
129,1569137903.928,76.170.124.0/24,,,1569181050.961956,1569181056.710995,1569181055.927784,1569181050.967776
130,1569137851.062,229.205.143.0/24,,,1569181051.066205,,,1569181051.071716
131,1569137883.11,95.117.35.0/24,,,1569181051.170073,1569181056.711016,1569181055.929605,1569181051.172304
132,1569137864.853,192.22.211.0/24,,,1569181051.374405,1569181056.711016,1569181055.933998,1569181051.377725
133,1569137879.26,53.20.237.0/24,,,1569181051.579024,1569181056.711016,1569181055.934023,1569181051.583105
134,1569137851.886,122.228.128.0/24,,,1569181051.891656,1569181056.711056,1569181055.934076,1569181051.898025
135,1569137910.8,212.40.240.0/24,,,1569181052.207078,1569181056.718387,1569181055.943774,1569181052.212286
136,1569137920.981,137.112.152.0/24,,,1569181052.311946,1569181056.711056,1569181055.943752,1569181052.316848
137,1569137852.516,38.84.2.0/24,,,1569181052.519945,1569181056.718387,1569181055.943774,1569181052.526646
138,1569137852.619,149.57.116.0/24,,,1569181052.625843,1569181056.718408,1569181055.943795,1569181052.633075
139,1569137855.737,164.181.146.0/24,,,1569181052.729384,1569181056.7424,1569181055.943795,1569181052.735238
140,1569137852.829,195.156.45.0/24,,,1569181052.835544,1569181056.77093,1569181055.943795,1569181052.843267
141,1569137853.242,169.190.180.0/24,,,1569181053.247447,1569181056.782942,1569181055.943825,1569181053.252193
142,1569137853.448,188.212.216.0/24,,,1569181053.454386,1569181056.792054,1569181055.945465,1569181053.458197
143,1569137853.554,22.43.120.0/24,,,1569181053.561108,1569181056.792085,1569181055.961236,1569181053.567877
144,1569137853.762,185.34.59.0/24,,,1569181053.76812,1569181056.792085,1569181055.961258,1569181053.772716
145,1569137877.807,148.210.202.0/24,,,1569181053.872802,1569181056.795603,1569181055.961267,1569181053.878813
146,1569137890.166,26.115.14.0/24,,,1569181054.086097,1569181056.801083,1569181055.961267,1569181054.09253
147,1569137897.765,168.50.23.0/24,,,1569181054.394206,1569181056.801096,1569181055.961312,1569181054.401369
148,1569137873.437,222.37.109.0/24,,,1569181054.49716,1569181056.804374,1569181055.961312,1569181054.503619
149,1569137905.392,188.95.239.0/24,,,1569181054.703027,1569181056.827176,1569181055.961354,1569181054.706029
150,1569137854.803,222.236.59.0/24,,,1569181054.807115,1569181056.853295,1569181055.961354,1569181054.815489
151,1569137902.996,32.250.125.0/24,,,1569181055.018155,1569181056.863709,1569181055.961354,1569181055.02351
152,1569137866.842,161.249.189.0/24,,,1569181055.325808,1569181056.875194,1569181055.961419,1569181055.330347
153,1569137855.426,112.206.28.0/24,,,1569181055.430422,1569181056.875194,1569181055.961419,1569181055.435351
154,1569137855.631,179.242.224.0/24,,,1569181055.636932,1569181056.875239,1569181055.961419,1569181055.644079
155,1569137855.842,95.180.92.0/24,,,1569181055.84646,1569181061.694626,1569181060.919567,1569181055.851335
156,1569137855.946,37.72.69.0/24,,,1569181055.951001,1569181061.698686,1569181060.92983,1569181055.961945
157,1569137856.555,203.144.57.0/24,,,1569181056.56076,1569181061.714036,1569181060.929855,1569181056.566661
158,1569137924.832,153.34.166.0/24,,,1569181056.664769,1569181061.730641,1569181060.929909,1569181056.671659
159,1569137878.427,121.135.32.0/24,,,1569181056.767854,1569181061.741282,1569181060.929923,1569181056.772772
160,1569137856.867,251.219.78.0/24,,,1569181056.873412,1569181061.762143,1569181060.929923,1569181056.883307
161,1569137856.973,104.216.166.0/24,,,1569181056.978483,1569181061.762143,1569181060.949721,1569181056.983742
162,1569137857.078,165.3.73.0/24,,,1569181057.084906,1569181061.76216,1569181060.949746,1569181057.093099
163,1569137857.185,16.222.157.0/24,,,1569181057.1897,1569181061.76216,1569181060.949785,1569181057.195388
164,1569137857.289,113.98.65.0/24,,,1569181057.295942,1569181061.762204,1569181060.949785,1569181057.305751
165,1569137893.37,107.238.158.0/24,,,1569181057.402741,1569181061.762204,1569181060.949803,1569181057.409127
166,1569137859.493,65.70.93.0/24,,,1569181057.614525,1569181061.767387,1569181060.949852,1569181057.62041
167,1569137857.816,163.29.44.0/24,,,1569181057.822531,1569181061.770691,1569181060.949867,1569181057.832948
168,1569137857.922,219.9.249.0/24,,,1569181057.929367,1569181061.791104,1569181060.949867,1569181057.93529
169,1569137899.234,213.145.207.0/24,,,1569181058.035885,1569181061.812378,1569181060.949905,1569181058.045164
170,1569137903.203,128.69.185.0/24,,,1569181058.453317,1569181061.816719,1569181060.949948,1569181058.460184
171,1569137858.553,11.127.59.0/24,,,1569181058.55791,1569181061.823119,1569181060.949948,1569181058.563781
172,1569137913.416,159.90.163.0/24,,,1569181058.767969,1569181061.830971,1569181060.951955,1569181058.772887
173,1569137858.868,18.114.145.0/24,,,1569181058.871316,1569181061.837586,1569181060.963807,1569181058.88025
174,1569137858.971,179.18.26.0/24,,,1569181058.977542,1569181061.844167,1569181060.963828,1569181058.983305
175,1569137859.284,33.225.54.0/24,,,1569181059.289656,1569181061.867701,1569181060.963841,1569181059.294543
176,1569137859.39,177.199.26.0/24,,,1569181059.393088,1569181061.874096,1569181060.963841,1569181059.400577
177,1569137859.7,64.102.73.0/24,,,1569181059.706704,1569181061.881439,1569181060.963879,1569181059.713462
178,1569137859.807,97.220.236.0/24,,,1569181059.811393,1569181061.88877,1569181060.963879,1569181059.817787
179,1569137859.912,79.12.221.0/24,,,1569181059.918532,1569181061.89623,1569181060.963935,1569181059.923079
180,1569137860.019,157.151.148.0/24,,,1569181060.024507,1569181061.903927,1569181060.963935,1569181060.0371
181,1569137860.635,205.35.90.0/24,,,1569181060.638376,1569181066.693597,1569181065.919574,1569181060.645244
182,1569137865.484,55.189.106.0/24,,,1569181060.741407,1569181066.700381,1569181065.921387,1569181060.750292
183,1569137860.841,249.131.216.0/24,,,1569181060.844365,1569181066.700381,1569181065.929601,1569181060.850823
184,1569137861.049,133.19.166.0/24,,,1569181061.053973,1569181066.700381,1569181065.932573,1569181061.059106
185,1569137861.154,28.171.200.0/24,,,1569181061.157787,1569181066.70478,1569181065.935705,1569181061.162302
186,1569137861.568,190.171.218.0/24,,,1569181061.574501,1569181066.704801,1569181065.935729,1569181061.578329
187,1569137861.674,173.124.8.0/24,,,1569181061.677798,1569181066.724814,1569181065.937442,1569181061.685216
188,1569137891.197,108.203.230.0/24,,,1569181061.781592,1569181066.741553,1569181065.944297,1569181061.784565
189,1569137886.121,185.237.123.0/24,,,1569181061.884759,1569181066.756297,1569181065.944325,1569181061.891796
190,1569137861.984,41.178.32.0/24,,,1569181061.989075,1569181066.759701,1569181065.94434,1569181061.993829
191,1569137862.193,159.105.202.0/24,,,1569181062.197484,1569181066.76889,1569181065.94434,1569181062.203861
192,1569137862.397,121.233.14.0/24,,,1569181062.400906,1569181066.776111,1569181065.944373,1569181062.409755
193,1569137862.5,135.85.14.0/24,,,1569181062.503976,1569181066.787074,1569181065.948517,1569181062.510783
194,1569137862.704,55.126.188.0/24,,,1569181062.707262,1569181066.795165,1569181065.950236,1569181062.717282
195,1569137862.807,148.70.202.0/24,,,1569181062.813458,1569181066.80298,1569181065.950236,1569181062.818283
196,1569137863.117,93.45.48.0/24,,,1569181063.121747,1569181066.811293,1569181065.958919,1569181063.127269
197,1569137863.322,132.164.154.0/24,,,1569181063.325429,1569181066.820856,1569181065.958946,1569181063.333518
198,1569137863.425,103.239.10.0/24,,,1569181063.429623,1569181066.830935,1569181065.958958,1569181063.435237
199,1569137894.834,239.8.82.0/24,,,1569181063.940867,,,1569181063.948406
200,1569137864.041,251.56.114.0/24,,,1569181064.044523,1569181066.838706,1569181065.958958,1569181064.050801
201,1569137868.684,58.242.148.0/24,,,1569181064.961068,1569181066.845694,1569181065.958987,1569181064.964079
202,1569137873.543,239.51.59.0/24,,,1569181065.065273,,,1569181065.074795
203,1569137865.166,3.25.35.0/24,,,1569181065.172961,1569181066.855544,1569181065.959006,1569181065.175714
204,1569137885.393,53.100.16.0/24,,,1569181065.27811,1569181066.860775,1569181065.959006,1569181065.282574
205,1569137906.434,64.44.49.0/24,,,1569181065.384301,1569181066.870087,1569181065.959041,1569181065.389265
206,1569137865.59,192.38.156.0/24,,,1569181065.595295,1569181071.695148,1569181070.920305,1569181065.601234
207,1569137865.695,58.163.219.0/24,,,1569181065.700838,1569181071.721152,1569181070.923122,1569181065.708062
208,1569137865.906,193.13.121.0/24,,,1569181065.911569,1569181071.721152,1569181070.932946,1569181065.916383
209,1569137866.012,100.36.156.0/24,,,1569181066.01764,1569181071.721172,1569181070.935506,1569181066.027897
210,1569137866.118,79.45.232.0/24,,,1569181066.121659,1569181071.721172,1569181070.937871,1569181066.126831
211,1569137866.43,246.165.26.0/24,,,1569181066.433082,1569181071.721172,1569181070.941949,1569181066.437553
212,1569137866.635,141.233.195.0/24,,,1569181066.638993,1569181071.721214,1569181070.941973,1569181066.64611
213,1569137866.738,225.199.159.0/24,,,1569181066.742639,,,1569181066.751886
214,1569137867.052,187.117.172.0/24,,,1569181067.055403,1569181071.721214,1569181070.947323,1569181067.059958
215,1569137867.255,209.105.19.0/24,,,1569181067.258645,1569181071.721214,1569181070.947348,1569181067.264567
216,1569137889.341,58.3.73.0/24,,,1569181067.562364,1569181071.729489,1569181070.947402,1569181067.566903
217,1569137867.862,73.98.34.0/24,,,1569181067.868447,1569181071.729503,1569181070.95541,1569181067.877673
218,1569137868.169,204.46.77.0/24,,,1569181068.175778,1569181071.729503,1569181070.95541,1569181068.183123
219,1569137907.47,17.213.86.0/24,,,1569181068.280884,1569181071.733036,1569181070.955439,1569181068.291418
220,1569137868.581,135.64.4.0/24,,,1569181068.585062,1569181071.766095,1569181070.955473,1569181068.590761
221,1569137868.99,132.251.227.0/24,,,1569181068.996541,1569181071.785501,1569181070.955473,1569181069.00115
222,1569137876.665,214.159.189.0/24,,,1569181069.102963,1569181071.793438,1569181070.963721,1569181069.108687
223,1569137885.288,166.49.32.0/24,,,1569181069.311386,1569181071.801354,1569181070.963741,1569181069.314448
224,1569137869.612,143.160.190.0/24,,,1569181069.617084,1569181071.801354,1569181070.963762,1569181069.623872
225,1569137916.011,39.199.167.0/24,,,1569181069.822816,1569181071.801354,1569181070.963762,1569181069.82782
226,1569137883.213,43.88.247.0/24,,,1569181069.929561,1569181071.806908,1569181070.963793,1569181069.934588
227,1569137870.03,254.246.178.0/24,,,1569181070.035119,1569181071.806929,1569181070.963849,1569181070.038065
228,1569137870.236,189.75.135.0/24,,,1569181070.240315,1569181071.825691,1569181070.967892,1569181070.243556
229,1569137870.34,140.121.41.0/24,,,1569181070.345073,1569181071.84946,1569181070.967915,1569181070.349494
230,1569137896.086,162.110.91.0/24,,,1569181070.451597,1569181071.862077,1569181070.967968,1569181070.456904
231,1569137876.455,45.254.78.0/24,,,1569181070.555306,1569181076.694632,1569181075.919721,1569181070.56152
232,1569137927.727,159.157.182.0/24,,,1569181070.860385,1569181076.69918,1569181075.921498,1569181070.865336
233,1569137871.267,130.187.43.0/24,,,1569181071.273804,1569181076.703729,1569181075.928664,1569181071.277596
234,1569137871.374,80.250.111.0/24,,,1569181071.377824,1569181076.708289,1569181075.930494,1569181071.384373
235,1569137894.94,240.143.129.0/24,,,1569181071.681475,1569181076.717185,1569181075.93529,1569181071.687383
236,1569137917.785,235.57.29.0/24,,,1569181071.786408,,,1569181071.79146
237,1569137882.389,44.192.83.0/24,,,1569181072.090642,1569181076.725938,1569181075.935316,1569181072.097038
238,1569137927.508,176.152.234.0/24,,,1569181072.300122,1569181076.732675,1569181075.935368,1569181072.305956
239,1569137872.4,249.220.38.0/24,,,1569181072.403563,1569181076.738701,1569181075.937118,1569181072.408755
240,1569137908.516,177.9.133.0/24,,,1569181072.509465,1569181076.745872,1569181075.947813,1569181072.515658
241,1569137872.609,213.136.21.0/24,,,1569181072.612933,1569181076.753104,1569181075.947835,1569181072.619678
242,1569137872.815,78.47.158.0/24,,,1569181072.819976,1569181076.763108,1569181075.947865,1569181072.82444
243,1569137887.782,239.155.208.0/24,,,1569181072.924537,,,1569181072.930875
