,announce_ts,prefix,m17d-bgp,m17c-bgp,m169-bgp,m17d-openflow,m17c-openflow,m169-openflow
49,1568974992.541,108.242.94.0/24,,,1569018192.547725,1569018197.337078,1569018196.491339,1569018192.552957
50,1568974992.649,155.246.98.0/24,,,1569018192.65583,1569018197.406188,1569018196.496186,1569018192.666831
51,1568974992.757,93.199.59.0/24,,,1569018192.764334,1569018197.368191,1569018196.493769,1569018192.776393
52,1568974992.866,239.143.253.0/24,,,1569018192.869316,,,1569018192.878606
53,1568974992.971,230.245.154.0/24,,,1569018192.974634,,,1569018192.986891
54,1568974993.075,239.119.201.0/24,,,1569018193.078699,,,1569018193.086873
55,1568974993.179,170.42.185.0/24,,,1569018193.18246,1569018197.444718,1569018196.498628,1569018193.193489
56,1568974993.284,157.246.97.0/24,,,1569018193.289935,1569018197.507927,1569018196.503567,1569018193.299804
57,1568974993.391,18.96.221.0/24,,,1569018193.397863,1569018197.482496,1569018196.501116,1569018193.4096
58,1568974993.499,14.230.148.0/24,,,1569018193.506295,1569018197.534358,1569018196.505915,1569018193.516486
59,1568974993.608,85.92.117.0/24,,,1569018193.613841,1569018197.561259,1569018196.508385,1569018193.625336
60,1568974993.715,118.96.200.0/24,,,1569018193.72152,1569018197.590514,1569018196.510849,1569018193.730785
61,1568974993.822,190.254.14.0/24,,,1569018193.828715,1569018197.623273,1569018196.513266,1569018193.838056
62,1568974993.93,199.80.166.0/24,,,1569018193.935691,1569018197.677005,1569018196.518297,1569018193.944027
63,1568974994.037,101.140.70.0/24,,,1569018194.044188,1569018197.650704,1569018196.515658,1569018194.057465
64,1568974994.146,119.35.116.0/24,,,1569018194.153077,1569018197.727893,1569018196.523,1569018194.161571
65,1568974994.254,193.73.187.0/24,,,1569018194.260193,1569018197.70438,1569018196.520612,1569018194.272916
66,1568974994.363,50.60.122.0/24,,,1569018194.36942,1569018197.759509,1569018196.525333,1569018194.379217
67,1568974994.47,62.117.229.0/24,,,1569018194.476775,1569018197.787709,1569018196.527795,1569018194.489542
68,1568974994.578,175.226.172.0/24,,,1569018194.58628,1569018197.850511,1569018196.53265,1569018194.591001
69,1568974994.688,14.147.131.0/24,,,1569018194.696545,1569018197.825683,1569018196.530145,1569018194.70407
70,1568974994.798,100.135.37.0/24,,,1569018194.805072,1569018197.876865,1569018196.535032,1569018194.81506
71,1568974994.907,82.108.118.0/24,,,1569018194.914522,1569018197.904078,1569018196.53746,1569018194.925654
72,1568974995.017,134.183.253.0/24,,,1569018195.0248,1569018197.928058,1569018196.5399,1569018195.035194
73,1568974995.126,183.130.65.0/24,,,1569018195.132283,1569018197.952011,1569018196.542369,1569018195.141927
74,1568974995.233,70.93.123.0/24,,,1569018195.240891,1569018198.013779,1569018196.547411,1569018195.250584
75,1568974995.342,27.126.100.0/24,,,1569018195.348284,1569018197.976699,1569018196.544873,1569018195.359333
76,1568974995.45,190.135.104.0/24,,,1569018195.456101,1569018198.046253,1569018196.549897,1569018195.464773
77,1568974995.557,55.124.34.0/24,,,1569018195.565898,1569018198.070837,1569018196.55241,1569018195.573599
78,1568974995.667,199.47.170.0/24,,,1569018195.672001,1569018198.094761,1569018201.452859,1569018195.680741
79,1568974995.774,56.93.25.0/24,,,1569018195.779925,1569018198.11991,1569018201.45523,1569018195.789667
80,1568974995.882,16.239.51.0/24,,,1569018195.902175,1569018198.142818,1569018201.457504,1569018195.911207
81,1568974996.004,180.41.216.0/24,,,1569018196.007937,1569018198.164578,1569018201.459819,1569018196.02179
82,1568974996.109,124.190.8.0/24,,,1569018196.113691,1569018198.188508,1569018201.462134,1569018196.119238
83,1568974996.215,71.157.160.0/24,,,1569018196.219873,1569018198.214942,1569018201.464413,1569018196.226396
84,1568974996.321,207.115.196.0/24,,,1569018196.325937,1569018198.238001,1569018201.466697,1569018196.335234
85,1568974996.427,151.53.89.0/24,,,1569018196.433622,1569018198.259546,1569018201.468962,1569018196.445776
86,1568974996.535,236.117.103.0/24,,,1569018196.543678,,,1569018196.553617
87,1568974996.645,215.37.208.0/24,,,1569018196.651508,1569018198.284891,1569018201.471583,1569018196.656719
88,1568974996.753,121.34.95.0/24,,,1569018196.760478,1569018202.114541,1569018201.474499,1569018196.770344
89,1568974996.862,21.151.121.0/24,,,1569018196.869711,1569018202.129946,1569018201.47761,1569018196.881289
90,1568974996.971,243.144.27.0/24,,,1569018196.979418,1569018202.129964,1569018201.479922,1569018196.989994
91,1568974997.08,74.64.41.0/24,,,1569018197.086155,1569018202.135953,1569018201.482196,1569018197.098162
92,1568974997.187,123.68.31.0/24,,,1569018197.194866,1569018202.141699,1569018201.484475,1569018197.204755
93,1568974997.295,162.185.100.0/24,,,1569018197.300861,1569018202.186308,1569018201.486808,1569018197.310921
94,1568974997.402,157.214.207.0/24,,,1569018197.409547,1569018202.232084,1569018201.489101,1569018197.419356
95,1568974997.511,217.40.146.0/24,,,1569018197.514546,1569018202.25515,1569018201.491363,1569018197.526502
96,1568974997.615,225.138.176.0/24,,,1569018197.619271,,,1569018197.629649
97,1568974997.72,146.151.211.0/24,,,1569018197.725732,1569018202.278043,1569018201.493957,1569018197.736784
98,1568974997.827,84.69.126.0/24,,,1569018197.832912,1569018202.300724,1569018201.49688,1569018197.843855
99,1568974997.935,169.242.133.0/24,,,1569018197.940499,1569018202.308399,1569018201.49924,1569018197.951832
100,1568974998.042,32.26.136.0/24,,,1569018198.04954,1569018202.321905,1569018201.501819,1569018198.057408
101,1568974998.151,137.193.171.0/24,,,1569018198.157621,1569018202.337251,1569018201.50418,1569018198.16729
102,1568974998.259,15.207.212.0/24,,,1569018198.266541,1569018202.365555,1569018201.50768,1569018198.275652
103,1568974998.367,198.206.145.0/24,,,1569018198.373388,1569018202.390891,1569018201.510099,1569018198.38573
104,1568974998.475,133.138.37.0/24,,,1569018198.481942,1569018202.398549,1569018201.512582,1569018198.491188
105,1568974998.583,177.207.195.0/24,,,1569018198.588954,1569018202.410649,1569018201.515045,1569018198.594194
106,1568974998.69,255.9.111.0/24,,,1569018198.696944,1569018202.435849,1569018201.517451,1569018198.706324
107,1568974998.798,63.103.193.0/24,,,1569018198.805606,1569018202.459956,1569018201.519997,1569018198.814177
108,1568974998.907,155.105.135.0/24,,,1569018198.912905,1569018202.483978,1569018201.522419,1569018198.922775
109,1568974999.014,192.236.251.0/24,,,1569018199.020533,1569018202.505879,1569018201.524856,1569018199.03086
110,1568974999.122,97.171.72.0/24,,,1569018199.127707,1569018202.527914,1569018201.527433,1569018199.136974
111,1568974999.229,61.251.5.0/24,,,1569018199.235536,1569018202.563796,1569018201.529946,1569018199.243957
112,1568974999.337,62.218.177.0/24,,,1569018199.342541,1569018202.563814,1569018201.532442,1569018199.352328
113,1568974999.443,176.73.4.0/24,,,1569018199.450595,1569018202.568869,1569018201.534855,1569018199.462115
114,1568974999.552,113.203.239.0/24,,,1569018199.5586,1569018202.590585,1569018201.537384,1569018199.566865
115,1568974999.66,16.254.214.0/24,,,1569018199.664448,1569018202.590603,1569018201.539818,1569018199.674303
116,1568974999.765,189.122.120.0/24,,,1569018199.772465,1569018202.590645,1569018201.542269,1569018199.782252
117,1568974999.874,157.178.7.0/24,,,1569018199.878399,1569018202.590679,1569018201.544675,1569018199.887522
118,1568974999.979,89.216.139.0/24,,,1569018199.986328,1569018202.590679,1569018201.547088,1569018199.997617
119,1568975000.088,133.79.238.0/24,,,1569018200.094125,1569018202.599457,1569018201.549569,1569018200.105375
120,1568975000.195,45.104.64.0/24,,,1569018200.201039,1569018202.692652,1569018201.552101,1569018200.210346
121,1568975000.302,197.136.218.0/24,,,1569018200.306916,1569018202.753397,1569018201.554796,1569018200.316148
122,1568975000.408,199.107.84.0/24,,,1569018200.415087,1569018202.775597,1569018201.557133,1569018200.424058
123,1568975000.516,138.160.107.0/24,,,1569018200.522536,1569018202.792562,1569018201.559596,1569018200.531794
124,1568975000.625,195.52.31.0/24,,,1569018200.630635,1569018202.809775,1569018206.45295,1569018200.635527
125,1568975000.731,10.148.91.0/24,,,1569018200.737452,1569018202.819039,1569018206.455403,1569018200.742901
126,1568975000.839,160.174.40.0/24,,,1569018200.844573,1569018202.836825,1569018206.457773,1569018200.852492
127,1568975000.945,140.75.87.0/24,,,1569018200.95128,1569018202.869469,1569018206.460107,1569018200.962004
128,1568975001.053,145.56.56.0/24,,,1569018201.059824,1569018202.901575,1569018206.462488,1569018201.07119
129,1568975001.16,38.222.12.0/24,,,1569018201.16641,1569018202.909861,1569018206.464802,1569018201.171282
130,1568975001.267,145.113.198.0/24,,,1569018201.275148,1569018202.924763,1569018206.46713,1569018201.28402
131,1568975001.376,213.100.114.0/24,,,1569018201.383582,1569018202.942663,1569018206.46945,1569018201.395163
132,1568975001.485,179.62.130.0/24,,,1569018201.4924,1569018202.968798,1569018206.471949,1569018201.50237
133,1568975001.594,182.79.218.0/24,,,1569018201.598585,1569018203.021735,1569018206.475001,1569018201.608728
134,1568975001.699,169.38.246.0/24,,,1569018201.705979,1569018207.115566,1569018206.47743,1569018201.715033
135,1568975001.806,253.240.67.0/24,,,1569018201.811246,1569018207.12211,1569018206.479927,1569018201.825057
136,1568975001.912,56.182.240.0/24,,,1569018201.914872,1569018207.129647,1569018206.482362,1569018201.92455
137,1568975002.015,206.206.245.0/24,,,1569018202.019044,1569018207.140581,1569018206.48648,1569018202.027774
138,1568975002.12,150.23.239.0/24,,,1569018202.12433,1569018207.167116,1569018206.490339,1569018202.13345
139,1568975002.225,123.111.16.0/24,,,1569018202.231316,1569018207.21402,1569018206.494358,1569018202.243889
140,1568975002.332,133.129.43.0/24,,,1569018202.339854,1569018207.235468,1569018206.498217,1569018202.348159
141,1568975002.441,243.92.53.0/24,,,1569018202.450491,1569018207.245997,1569018206.502445,1569018202.458362
142,1568975002.552,200.104.59.0/24,,,1569018202.559777,1569018207.257476,1569018206.506306,1569018202.569384
143,1568975002.661,227.10.161.0/24,,,1569018202.663849,,,1569018202.667813
144,1568975002.764,61.61.25.0/24,,,1569018202.768025,1569018207.273609,1569018206.509931,1569018202.773274
145,1568975002.869,138.33.205.0/24,,,1569018202.873756,1569018207.301889,1569018206.512293,1569018202.878124
146,1568975002.976,178.246.204.0/24,,,1569018202.982305,1569018207.331687,1569018206.514665,1569018202.991534
147,1568975003.083,13.98.29.0/24,,,1569018203.090223,1569018207.352856,1569018206.517001,1569018203.09984
148,1568975003.191,99.116.158.0/24,,,1569018203.195273,1569018207.375816,1569018206.519508,1569018203.2053
149,1568975003.297,165.15.48.0/24,,,1569018203.301038,1569018207.388697,1569018206.521857,1569018203.31143
150,1568975003.402,171.149.0.0/24,,,1569018203.408042,1569018207.399558,1569018206.524427,1569018203.418472
151,1568975003.509,161.137.182.0/24,,,1569018203.514861,1569018207.417521,1569018206.526781,1569018203.52609
152,1568975003.616,185.172.106.0/24,,,1569018203.621972,1569018207.44467,1569018206.529181,1569018203.629888
153,1568975003.724,127.54.121.0/24,,,1569018203.728425,1569018207.470075,1569018206.531779,1569018203.735585
154,1568975003.829,200.228.200.0/24,,,1569018203.835046,1569018207.495075,1569018206.534259,1569018203.843084
155,1568975003.936,232.30.127.0/24,,,1569018203.937831,,,1569018203.945728
156,1568975004.038,132.147.58.0/24,,,1569018204.041855,1569018207.515287,1569018206.536542,1569018204.050747
157,1568975004.143,189.170.78.0/24,,,1569018204.147952,1569018207.528531,1569018206.538842,1569018204.160702
158,1568975004.249,241.83.216.0/24,,,1569018204.255085,1569018207.543476,1569018206.541516,1569018204.263977
159,1568975004.356,33.204.25.0/24,,,1569018204.363131,1569018207.562911,1569018206.543955,1569018204.37179
160,1568975004.464,12.181.52.0/24,,,1569018204.472254,1569018207.596304,1569018206.54634,1569018204.48252
161,1568975004.573,168.97.241.0/24,,,1569018204.578022,1569018207.624077,1569018206.548753,1569018204.589513
162,1568975004.679,157.77.218.0/24,,,1569018204.685768,1569018207.648751,1569018206.551191,1569018204.691869
163,1568975004.788,28.85.244.0/24,,,1569018204.796298,1569018207.655963,1569018206.553604,1569018204.802799
164,1568975004.898,220.30.159.0/24,,,1569018204.904924,1569018207.664045,1569018206.556043,1569018204.912997
165,1568975005.006,199.80.4.0/24,,,1569018205.012104,1569018207.692412,1569018206.558459,1569018205.022058
166,1568975005.113,91.123.129.0/24,,,1569018205.119453,1569018207.725092,1569018206.560907,1569018205.12904
167,1568975005.221,51.236.216.0/24,,,1569018205.226476,1569018207.747494,1569018206.563382,1569018205.237841
168,1568975005.327,179.172.186.0/24,,,1569018205.334079,1569018207.768685,1569018206.565744,1569018205.34458
169,1568975005.435,180.161.165.0/24,,,1569018205.442518,1569018207.792788,1569018206.568142,1569018205.453034
170,1568975005.544,0.71.38.0/24,,,1569018205.548914,1569018207.815466,1569018206.572952,1569018205.556205
171,1568975005.65,163.202.181.0/24,,,1569018205.656354,1569018207.802457,1569018206.570568,1569018205.665708
172,1568975005.758,239.160.16.0/24,,,1569018205.765825,,,1569018205.775393
173,1568975005.867,100.100.227.0/24,,,1569018205.871903,1569018207.829707,1569018211.452979,1569018205.882221
174,1568975005.973,13.187.185.0/24,,,1569018205.977424,1569018207.855268,1569018211.455403,1569018205.987061
175,1568975006.078,170.149.154.0/24,,,1569018206.082002,1569018207.882045,1569018211.457796,1569018206.091531
176,1568975006.183,9.7.1.0/24,,,1569018206.189596,1569018207.88822,1569018211.460182,1569018206.195669
177,1568975006.291,209.244.51.0/24,,,1569018206.298191,1569018207.900871,1569018211.46255,1569018206.306114
178,1568975006.399,139.193.9.0/24,,,1569018206.404627,1569018207.92931,1569018211.464921,1569018206.415382
179,1568975006.506,188.204.112.0/24,,,1569018206.513316,1569018207.953396,1569018211.467286,1569018206.522997
180,1568975006.615,201.109.33.0/24,,,1569018206.620939,1569018212.117691,1569018211.469827,1569018206.629036
181,1568975006.722,218.63.240.0/24,,,1569018206.727262,1569018212.133093,1569018211.472212,1569018206.732208
182,1568975006.828,53.200.136.0/24,,,1569018206.83643,1569018212.13312,1569018211.474588,1569018206.844314
183,1568975006.938,9.209.97.0/24,,,1569018206.942813,1569018212.142142,1569018211.476974,1569018206.951225
184,1568975007.044,226.70.54.0/24,,,1569018207.050625,,,1569018207.058122
185,1568975007.152,208.9.231.0/24,,,1569018207.158003,1569018212.186362,1569018211.479299,1569018207.165874
186,1568975007.26,107.82.235.0/24,,,1569018207.267349,1569018212.223999,1569018211.481629,1569018207.276413
187,1568975007.368,142.117.128.0/24,,,1569018207.375287,1569018212.246338,1569018211.48399,1569018207.384856
188,1568975007.477,160.50.200.0/24,,,1569018207.484153,1569018212.254707,1569018211.486329,1569018207.49375
189,1568975007.585,109.251.25.0/24,,,1569018207.592077,1569018212.265314,1569018211.488648,1569018207.602344
190,1568975007.694,10.76.88.0/24,,,1569018207.70143,1569018212.280682,1569018211.491045,1569018207.710627
191,1568975007.803,18.239.249.0/24,,,1569018207.805342,1569018212.307638,1569018211.493433,1569018207.814842
192,1568975007.906,237.122.131.0/24,,,1569018207.912294,,,1569018207.921415
193,1568975008.013,138.86.121.0/24,,,1569018208.020047,1569018212.33301,1569018211.495775,1569018208.031863
194,1568975008.121,41.78.91.0/24,,,1569018208.126996,1569018212.349907,1569018211.498098,1569018208.13646
195,1568975008.228,85.157.143.0/24,,,1569018208.2333,1569018212.369972,1569018211.500397,1569018208.243191
196,1568975008.334,39.249.218.0/24,,,1569018208.341255,1569018212.381355,1569018211.502727,1569018208.35096
197,1568975008.442,167.230.6.0/24,,,1569018208.448535,1569018212.392289,1569018211.505209,1569018208.461035
198,1568975008.55,200.17.147.0/24,,,1569018208.556965,1569018212.408752,1569018211.508097,1569018208.56667
199,1568975008.658,253.38.223.0/24,,,1569018208.662133,1569018212.442681,1569018211.510579,1569018208.672274
200,1568975008.763,58.10.238.0/24,,,1569018208.769809,1569018212.467373,1569018211.512995,1569018208.774704
201,1568975008.87,248.59.87.0/24,,,1569018208.87436,1569018212.480038,1569018211.515459,1569018208.883638
202,1568975008.976,200.227.186.0/24,,,1569018208.982885,1569018212.499663,1569018211.517878,1569018208.991064
203,1568975009.083,35.180.118.0/24,,,1569018209.089561,1569018212.50908,1569018211.520358,1569018209.100187
204,1568975009.191,236.95.154.0/24,,,1569018209.197916,,,1569018209.20751
205,1568975009.299,0.116.156.0/24,,,1569018209.303322,1569018212.524638,1569018211.522857,1569018209.313598
206,1568975009.405,161.172.108.0/24,,,1569018209.411515,1569018212.558038,1569018211.525383,1569018209.422619
207,1568975009.513,203.13.216.0/24,,,1569018209.521766,1569018212.580969,1569018211.527804,1569018209.53081
208,1568975009.624,244.211.189.0/24,,,1569018209.632037,1569018212.601037,1569018211.530206,1569018209.640212
209,1568975009.733,28.179.183.0/24,,,1569018209.739138,1569018212.608579,1569018211.532616,1569018209.74983
210,1568975009.84,94.79.85.0/24,,,1569018209.848391,1569018212.621419,1569018211.535008,1569018209.858321
211,1568975009.949,98.14.214.0/24,,,1569018209.956549,1569018212.641778,1569018211.537504,1569018209.968685
212,1568975010.058,14.125.244.0/24,,,1569018210.06438,1569018212.680784,1569018211.539876,1569018210.072601
213,1568975010.167,232.106.47.0/24,,,1569018210.170818,,,1569018210.181744
214,1568975010.272,199.128.246.0/24,,,1569018210.280314,1569018212.708401,1569018211.542366,1569018210.28927
215,1568975010.381,147.160.151.0/24,,,1569018210.386568,1569018212.720035,1569018211.545889,1569018210.399317
216,1568975010.488,146.101.153.0/24,,,1569018210.496366,1569018212.729031,1569018211.548242,1569018210.504958
217,1568975010.598,255.116.86.0/24,,,1569018210.602645,1569018212.748257,1569018211.550611,1569018210.610331
218,1568975010.704,113.246.108.0/24,,,1569018210.711395,1569018212.776268,1569018216.452938,1569018210.716251
219,1568975010.812,39.248.139.0/24,,,1569018210.819942,1569018212.808463,1569018216.455389,1569018210.823882
220,1568975010.921,217.155.13.0/24,,,1569018210.929153,1569018212.825563,1569018216.457741,1569018210.934393
221,1568975011.03,13.93.91.0/24,,,1569018211.036046,1569018212.834308,1569018216.460079,1569018211.045098
222,1568975011.138,9.8.228.0/24,,,1569018211.146069,1569018212.84875,1569018216.462398,1569018211.154798
223,1568975011.248,206.201.174.0/24,,,1569018211.255074,1569018212.87059,1569018216.464724,1569018211.261809
224,1568975011.356,114.147.110.0/24,,,1569018211.363664,1569018212.897931,1569018216.467085,1569018211.372673
225,1568975011.465,25.55.209.0/24,,,1569018211.471235,1569018212.916324,1569018216.469418,1569018211.482981
226,1568975011.572,207.29.203.0/24,,,1569018211.578622,1569018217.114389,1569018216.471731,1569018211.588724
227,1568975011.68,19.211.125.0/24,,,1569018211.68609,1569018217.122398,1569018216.474054,1569018211.698039
228,1568975011.787,137.210.16.0/24,,,1569018211.794699,1569018217.122414,1569018216.476442,1569018211.804175
229,1568975011.896,143.194.100.0/24,,,1569018211.901834,1569018217.127177,1569018216.479309,1569018211.912373
230,1568975012.003,213.82.239.0/24,,,1569018212.005921,1569018217.150351,1569018216.481876,1569018212.016187
231,1568975012.106,148.164.138.0/24,,,1569018212.109199,1569018217.195277,1569018216.484247,1569018212.11867
232,1568975012.21,144.208.33.0/24,,,1569018212.21449,1569018217.227404,1569018216.48662,1569018212.222848
233,1568975012.315,36.232.71.0/24,,,1569018212.319474,1569018217.251834,1569018216.489263,1569018212.327172
234,1568975012.42,89.222.122.0/24,,,1569018212.426933,1569018217.270747,1569018216.49163,1569018212.436256
235,1568975012.528,37.0.36.0/24,,,1569018212.534776,1569018217.286666,1569018216.49421,1569018212.545702
236,1568975012.636,137.99.163.0/24,,,1569018212.643647,1569018217.293154,1569018216.496581,1569018212.650945
237,1568975012.745,230.118.13.0/24,,,1569018212.753652,,,1569018212.757818
238,1568975012.855,209.239.124.0/24,,,1569018212.863865,1569018217.305751,1569018216.498999,1569018212.871359
239,1568975012.966,237.223.228.0/24,,,1569018212.969198,,,1569018212.979309
240,1568975013.07,4.186.30.0/24,,,1569018213.072519,1569018217.337218,1569018216.501393,1569018213.081468
241,1568975013.173,63.159.252.0/24,,,1569018213.175698,1569018217.362347,1569018216.503938,1569018213.18482
242,1568975013.277,211.234.76.0/24,,,1569018213.28253,1569018217.375254,1569018216.506357,1569018213.29444
243,1568975013.384,219.4.179.0/24,,,1569018213.389924,1569018217.391864,1569018216.50894,1569018213.401388
244,1568975013.491,69.90.206.0/24,,,1569018213.498871,1569018217.405893,1569018216.511345,1569018213.508886
245,1568975013.6,126.107.42.0/24,,,1569018213.60682,1569018217.416508,1569018216.513726,1569018213.618053
246,1568975013.708,51.1.7.0/24,,,1569018213.715201,1569018217.430797,1569018216.516431,1569018213.725291
247,1568975013.816,131.203.121.0/24,,,1569018213.822701,1569018217.460457,1569018216.518794,1569018213.833385
248,1568975013.924,31.32.65.0/24,,,1569018213.932601,1569018217.482691,1569018216.521095,1569018213.941473
249,1568975014.034,58.100.229.0/24,,,1569018214.038236,1569018217.508496,1569018216.523473,1569018214.048498
250,1568975014.14,101.155.135.0/24,,,1569018214.148217,1569018217.526332,1569018216.525858,1569018214.158019
251,1568975014.25,94.183.8.0/24,,,1569018214.255254,1569018217.554937,1569018216.528231,1569018214.266493
252,1568975014.356,213.99.70.0/24,,,1569018214.362694,1569018217.576642,1569018216.53082,1569018214.371733
253,1568975014.464,172.249.1.0/24,,,1569018214.471806,1569018217.584585,1569018216.533257,1569018214.481819
254,1568975014.573,207.96.147.0/24,,,1569018214.581263,1569018217.592066,1569018216.535608,1569018214.588813
255,1568975014.682,164.223.197.0/24,,,1569018214.688943,1569018217.609045,1569018216.538174,1569018214.696095
256,1568975014.79,205.119.185.0/24,,,1569018214.798536,1569018217.633473,1569018216.540535,1569018214.803812
257,1568975014.9,157.114.183.0/24,,,1569018214.909365,1569018217.650027,1569018216.542949,1569018214.918096
258,1568975015.011,36.122.9.0/24,,,1569018215.016544,1569018217.66553,1569018216.545519,1569018215.026486
259,1568975015.117,240.155.197.0/24,,,1569018215.123587,1569018217.680379,1569018216.547894,1569018215.135312
260,1568975015.225,221.203.54.0/24,,,1569018215.232662,1569018217.718065,1569018216.552812,1569018215.2426
261,1568975015.334,131.9.110.0/24,,,1569018215.340622,1569018217.700818,1569018216.5503,1569018215.352364
262,1568975015.442,198.17.61.0/24,,,1569018215.449734,1569018217.723536,1569018216.555277,1569018215.460442
